UG;Kd-Nr.;Name;PLZ;Ort;VVJ;VJ;AJ;VK;VT;Gruppe;UK;P;SP 1;SP 2;letzter Besuch;letztes Telefonat
141;102.034;ioordhuptvsaofi;;Moers;5993,491905;3983,047699;1251,563436;;;;;;;;;
161;601.022;ajcminlnncdve;;Plattling;5748,513594;5048,328489;415,1802194;;;;;;;;;
121;107.839;zhknl;;Lorch;25,0620922;6602,696065;260,6046547;;;;;;;;;
103;120.589;yabyqvccdq;;Herten;4514,631009;271,3888205;892,2715649;;;;;;;;;
141;113.550;pqxpzmnwhyvkuhycj;;Halberstadt;440,8839496;577,8417811;2589,119524;;;;;;;;;
111;117.575;uqghpixhdkhvic;;Düren;989,4153714;2141,131542;3737,652022;;;;;;;;;
111;130.935;yzam;;Salzwedel;364,0570254;3431,695407;1080,385517;;;;;;;;;
121;211.054;nqhnxxfazci;;Köln;1553,568762;5044,303623;491,6403854;;;;;;;;;
121;113.515;hzzxjzfabdr;;Bad Emstal;613,0325412;10047,01545;2339,397236;;;;;;;;;
121;131.630;mospzrbwmb;;Kornwestheim;41,87242583;1807,997237;1902,047066;;;;;;;;;
121;113.252;rilnqz;;Trochtelfingen;1423,083445;4,316538144;6214,005354;;;;;;;;;
106;132.925;oym;;Bad Neuenahr-Ahrweiler;2191,814002;677,6964666;553,3343229;;;;;;;;;
121;107.396;iilp;;Tuttlingen;747,3187679;214,3714491;3104,373813;;;;;;;;;
121;112.556;xtanohi;;Bremen;4969,765832;4089,863986;2630,169531;;;;;;;;;
121;132.037;zgkgmiiic;;Lörrach;147,4783373;1115,126909;1236,050729;;;;;;;;;
121;106.116;nmudvnzjzvmlrs;;Moosburg;1526,947792;1081,058172;1117,935985;;;;;;;;;
232;124.942;kse;;Nettersheim;5065,100187;324,6796327;325,8281861;;;;;;;;;
211;331.151;lshzrfuqgdofkcwksg;;Völklingen;3945,362729;559,1592459;218,5793646;;;;;;;;;
201;403.933;elgf;;Berlin;1715,701026;5025,660818;1771,140466;;;;;;;;;
131;101.486;gqbkceijvut;;Lübeck;731,6721348;566,4676171;63,70970727;;;;;;;;;
131;102.829;iirvwnpsoip;;Zeitz;301,3458624;2129,337334;616,3826819;;;;;;;;;
162;116.711;xyiqor;;Neubrandenburg;2087,21187;4428,860644;4157,95853;;;;;;;;;
231;119.985;cxhuevtanhzdb;;Düsseldorf;3607,77509;5050,489312;2809,956099;;;;;;;;;
161;109.505;zkoqvdcvbsiou;;Lohmar;1191,635573;4966,226003;1469,426368;;;;;;;;;
151;117.471;oqtusdqkcsaoescpne;;Großenhain;2362,260486;2337,350718;74,48806094;;;;;;;;;
231;210.577;og;;Ansbach;1845,66472;2842,045159;0,771946787;;;;;;;;;
141;120.749;hiiuz;;Asbach;1194,994332;2171,742735;4504,456699;;;;;;;;;
141;331.512;kjojudcg;;München;2028,283121;647,1652703;847,0369511;;;;;;;;;
102;108.986;khqwhn;;Leinach;5591,645923;221,4761171;4133,914355;;;;;;;;;
121;113.468;etysedjbzldthzkhqr;;Gerbrunn;3878,447252;114,1017657;1537,106103;;;;;;;;;
103;104.131;tgzoxwag;;Bad Neustadt;3081,364369;1710,123153;4732,10728;;;;;;;;;
323;108.523;gwkvzoxp;;Bad Friedrichshall;1428,025401;456,3614224;716,9042115;;;;;;;;;
111;111.567;wtelruysnat;;Hilter;3682,410754;3945,765423;2624,845185;;;;;;;;;
111;117.013;tbk;;Kyritz;2071,221262;1679,43454;744,3296545;;;;;;;;;
102;121.021;mbctavvrb;;Karlsdorf-Neuthard;7851,329648;4542,587477;3308,344245;;;;;;;;;
121;331.481;l;;Kiel;2484,834236;5975,273853;376,7893317;;;;;;;;;
181;413.689;ualsrmcepu;;Töging a. Inn;4582,462148;452,4956597;2209,445286;;;;;;;;;
231;113.567;oxhopwwfuanhwybnbb;;München;4995,654065;78,20839842;3072,217468;;;;;;;;;
131;250.074;udkwwhruglzdzypc;;Bobenheim-Roxheim;1340,529608;3602,981248;950,3843531;;;;;;;;;
121;210.332;gszfaqxricwmoydcz;;München;2909,108834;309,9150533;4974,313726;;;;;;;;;
301;407.763;doviudmjmss;;Münster;7188,194586;2223,497912;3528,2806;;;;;;;;;
111;118.893;rhitddepr;;Teutschenthal;6,524979454;6487,926216;48,69217423;;;;;;;;;
121;113.109;fdykfvqcainjfz;;Gelsenkirchen;6424,078817;704,0441844;67,33380543;;;;;;;;;
201;113.926;xsigdzhhyrrftpew;;Neubrandenburg;4021,678938;2070,766286;2448,63781;;;;;;;;;
181;112.312;y;;Emden;1694,780379;1516,638789;2055,452848;;;;;;;;;
131;132.146;jwublinrhpxpzoum;;Mainz;139,968216;2480,799778;374,2365059;;;;;;;;;
323;331.465;keeoneswaxcfjfz;;Wartenberg;2960,494097;6506,59054;550,7792235;;;;;;;;;
181;210.685;dlq;;Herten;4631,872557;33,20788827;5,685100096;;;;;;;;;
211;331.465;keeoneswaxcfjfz;;Schloß Holte;1149,148755;4459,422648;448,9026993;;;;;;;;;
121;131.946;rcvwbnqrewfetefhmb;;Großbottwar;2588,14578;1748,633336;1368,431964;;;;;;;;;
241;108.034;geqmcky;;Vallendar;394,558584;4951,955347;2198,461132;;;;;;;;;
121;131.230;yehkuwszcvj;;Nürnberg;6709,652893;3107,385254;5933,424905;;;;;;;;;
121;104.883;fuz;;Bedburg;7565,202346;4900,790015;1471,337685;;;;;;;;;
172;331.400;riinevuuagm;;Heddesheim;1944,885221;4403,906122;627,0425906;;;;;;;;;
121;117.827;p;;Hannover;2344,37552;1936,119819;1728,747371;;;;;;;;;
121;103.312;scv;;Ansbach;7039,059929;2621,309563;4515,566377;;;;;;;;;
141;101.855;lzfapr;;Balve;87,20861294;13,91019488;1762,052415;;;;;;;;;
121;107.383;xzhoxe;;Koblenz;3818,232092;2924,086469;1786,78238;;;;;;;;;
121;114.657;xhjroerakcuvsvsxie;;München;1608,430321;224,4782259;167,9075533;;;;;;;;;
123;116.722;wndbucs;;Massenbachhausen;793,9566204;205,4427182;3024,571712;;;;;;;;;
151;331.551;tiwojreilwymam;;Nürnberg;782,0763704;917,7528842;5375,095131;;;;;;;;;
151;116.362;mgymnts;;Göttingen;1503,668104;2158,284909;3044,520506;;;;;;;;;
241;103.483;xaqtbrurc;;München;858,0109913;1588,579851;287,6188668;;;;;;;;;
121;131.968;blryippmmkmowd;;Trier;129,2885327;3465,750295;2206,493939;;;;;;;;;
111;121.106;od;;Farum;1918,801122;6539,511849;826,319492;;;;;;;;;
111;117.389;v;;Delmenhorst;2240,464675;3174,097757;1731,421366;;;;;;;;;
101;107.836;fxmmqqjkmufscrmw;;Saarbrücken;1736,172704;1829,279553;2162,986006;;;;;;;;;
141;331.465;keeoneswaxcfjfz;;Leinzell;41,89820453;4394,143236;4004,748589;;;;;;;;;
121;113.286;mrrweqhingvyfi;;Lahnau;2504,873575;723,9779728;2554,404184;;;;;;;;;
161;601.781;r;;Oelde;2100,853747;9750,202439;92,37643936;;;;;;;;;
101;251.508;hmzbfhewwcqt;;Siegburg;3340,277347;2264,499664;4367,823962;;;;;;;;;
222;111.981;iujfqgqawf;;Bielefeld;4227,643149;450,0912375;622,1221167;;;;;;;;;
224;111.041;mnjqnwuiowgodbbw;;Bad Langensalza;1482,752775;3903,937035;479,9881341;;;;;;;;;
331;403.109;jcphnad;;Odessa;1666,755281;5747,326514;294,673429;;;;;;;;;
121;113.770;zburymjrb;;Lübeck;587,5248298;4429,525628;2731,480797;;;;;;;;;
121;129.355;subuugkgxsmzyioz;;Remscheid;2036,516539;2488,913974;1857,879198;;;;;;;;;
121;132.829;uiqvwabxtmmjcognak;;Weimar;753,7439605;3382,918422;4710,297922;;;;;;;;;
121;116.392;rczc;;Mannheim;770,6044627;2765,232688;5809,388723;;;;;;;;;
121;132.327;fqnfxcqamextvcphjf;;Pirmasens;2964,969637;5306,384859;259,862349;;;;;;;;;
121;103.596;xhqx;;Esslingen;2914,86111;892,4955582;5858,31547;;;;;;;;;
121;107.148;wsegustyneq;;Kassel;6128,849725;5351,591847;1271,619122;;;;;;;;;
121;132.783;#NV;;Gerlingen;1040,466965;2990,418514;207,2109675;;;;;;;;;
121;115.153;uzahquzhp;;Düsseldorf;1881,076688;256,8197986;804,8588413;;;;;;;;;
121;110.293;upjusrzmzrllqm;;Filderstadt;1888,398564;3794,696723;4005,351733;;;;;;;;;
121;120.030;l;;Hanau-Mittelbuchen;2299,213454;2313,51688;3722,100977;;;;;;;;;
121;131.224;ystgzaxnaufi;;Herne;827,949537;5765,56215;1285,22438;;;;;;;;;
121;210.168;jbq;;Bad Lauchstädt;1426,089833;2858,068132;1059,44678;;;;;;;;;
121;210.205;iwew;;Hof;302,590266;2646,276454;799,6046911;;;;;;;;;
121;132.541;xaxgbfkd;;Mühlheim;3285,072129;3429,064543;2224,043303;;;;;;;;;
121;115.430;rywkpcibmcfcdvvd;;Langerwehe;356,752766;5168,84004;3969,211783;;;;;;;;;
121;111.908;ldclmvyjplafskj;;Seeburg;3031,81711;7975,476769;1447,052956;;;;;;;;;
121;117.808;ft;;Göttingen;48,9025072;1987,782449;1252,988317;;;;;;;;;
121;141.366;gfi;;;1887,88626;440,3086045;2991,891518;;;;;;;;;
121;109.697;juimrikqqpwhk;;Geldern;471,7950573;2265,667609;2288,537751;;;;;;;;;
121;109.771;bhldox;;New Delhi;1686,98105;665,0230187;5963,282158;;;;;;;;;
121;211.642;hcuvj;;Kelheim;513,5958807;3962,280056;13,90987873;;;;;;;;;
131;115.146;uzabzvfaipedj;;Bietigheim-Bissingen;2881,351946;1172,369217;286,1715355;;;;;;;;;
111;126.953;nugnfvibgxdrn;;Bayreuth;5996,966611;3401,196194;1627,184808;;;;;;;;;
111;117.601;lhivadcmietrxevmys;;Damme;4013,633236;143,5537876;4013,431156;;;;;;;;;
111;121.538;qei;;Göppingen;4468,969885;3366,096696;1263,829306;;;;;;;;;
111;251.647;tkfgitfudwahpfnk;;Alfeld;441,4831101;7885,784775;704,9875263;;;;;;;;;
111;119.192;hka;;Hattorf;5623,757938;3026,680556;622,6188706;;;;;;;;;
111;100.173;wzxtiitl;;Köln;876,5037778;703,537062;1513,098654;;;;;;;;;
223;117.764;zdrkgcun;;Hamburg;1847,031167;5328,496973;484,963496;;;;;;;;;
151;252.550;od;;Waldkraiburg;4001,769354;1082,669455;830,6184234;;;;;;;;;
121;117.399;gmcxsscbzqetge;;Dresden;75,06013119;1595,871243;4589,165522;;;;;;;;;
131;331.704;hegbbtko;;Petershausen;11243,69711;24805,84648;506,1747274;;;;;;;;;
121;102.862;skytp;;Bad Nauheim;987,5939929;2019,042962;2452,508608;;;;;;;;;
103;100.314;kclmgf;;Mannheim;1042,917532;1233,42031;1157,039002;;;;;;;;;
111;113.153;xlvuthjvauuhnb;;Bischberg;3508,0853;646,5480273;2802,581123;;;;;;;;;
123;100.047;cajazcjua;;Bad Wildungen;45,10568202;2536,259166;7646,005163;;;;;;;;;
224;102.916;pyzydpmblbol;;Weisen;61,67017356;5596,813679;1819,935761;;;;;;;;;
161;115.153;uzahquzhp;;Frankfurt;5242,427388;8290,975121;5011,957297;;;;;;;;;
121;117.239;ln;;Uelzen;2966,119041;2454,86135;107,9634018;;;;;;;;;
241;101.645;mzfmsjqckzanszbq;;Greven;2614,720821;3,231606229;3288,723943;;;;;;;;;
131;252.550;od;;Sigmaringen;3494,530475;8056,792433;1296,214241;;;;;;;;;
223;340.312;hsmqkkdxtygvmzqrly;;Seevetal;2400,743651;1219,424043;1592,353184;;;;;;;;;
141;331.608;c;;Essen;2505,535475;1407,62847;616,1265066;;;;;;;;;
171;113.866;ofcrzibamlnryuh;;Hofheim;1185,69523;1607,854387;1355,513451;;;;;;;;;
121;117.876;posyzqbniytumfjqzy;;Oberkirch;6276,799117;3227,565656;216,8199214;;;;;;;;;
121;102.282;yjtthkrizzmps;;Bayerisch Gmain;1020,435938;104,5546657;5747,13662;;;;;;;;;
201;131.094;fkgnfn;;Lohmen;2876,628382;1827,584799;4782,456747;;;;;;;;;
151;210.546;zbxhhbixemsfcrbhw;;Aachen;5097,657874;892,8583063;810,1672806;;;;;;;;;
121;121.062;bkqsotdoowdvm;;Kaiserslautern;1111,480657;100,5878148;2954,792578;;;;;;;;;
111;127.545;dbjueollkfebrd;;Grebenstein;716,3871655;2269,647165;174,0530819;;;;;;;;;
224;200.097;idygdyczwup;;Pinneberg;300,4589424;651,3388059;4749,699497;;;;;;;;;
214;114.379;dudw;;Altenberge;7186,484002;2578,329511;2709,557991;;;;;;;;;
331;132.050;mykhesakeltchzo;;Bayreuth;7491,890179;3983,856328;570,9915099;;;;;;;;;
151;110.177;yjnghlfmrzgghnaro;;Langwedel;1405,125115;6780,83557;1242,668627;;;;;;;;;
151;116.264;zkkhfqswerfpwh;;Seeburg;573,8867063;7068,178009;4064,278563;;;;;;;;;
102;101.321;tlpigwpzvvvlk;;Berlin;3308,184558;1019,491033;6130,43949;;;;;;;;;
201;111.608;xklaahzdjx;;Wuppertal;1511,557865;1959,967686;961,0611757;;;;;;;;;
223;106.370;gmlanmxtpyimpanxhq;;Berlin;1353,823076;5994,796341;1256,828881;;;;;;;;;
121;111.377;w;;Würzburg;428,8525281;2600,565058;1951,834981;;;;;;;;;
111;132.920;yrz;;Remscheid;59,18524273;172,1679333;1176,731218;;;;;;;;;
231;129.805;izxwnlqddggn;;Düsseldorf;1998,86789;1616,074981;894,0529771;;;;;;;;;
233;131.392;ofrgocqsdtj;;Hamburg;1155,326673;308,7172224;522,0781655;;;;;;;;;
311;416.316;nmvffxqwqhh;;Neukieritzsch;349,9228647;443,6382076;600,1019698;;;;;;;;;
311;601.628;ffxumon;;Deggendorf;156,3177923;1913,249019;1894,690874;;;;;;;;;
141;111.019;wqsxhbyqfsfiohzng;;Mayen;7397,836144;6794,701544;7803,866001;;;;;;;;;
151;331.247;j;;Schongau;1184,16383;4,727756344;3150,26677;;;;;;;;;
181;112.576;igfxkbaatvs;;Herzogenaurach;1000,356651;36,19524225;64,56266873;;;;;;;;;
131;117.020;rtqynzh;;Buxtehude;1125,049915;2260,0753;5683,020674;;;;;;;;;
231;331.247;j;;Tuttlingen;2493,323336;937,302786;2417,148908;;;;;;;;;
102;107.746;jykrmi;;Braunschweig;325,3640872;732,133709;3011,217936;;;;;;;;;
121;119.254;bpmxrryq;;Erding;605,5327053;2311,886838;2861,919978;;;;;;;;;
141;108.117;b;;Pfullendorf;4395,337135;6319,647772;924,8082604;;;;;;;;;
151;104.854;nodduhcbktto;;Lübeck;1411,382615;2932,132236;4842,235716;;;;;;;;;
111;131.629;vkwv;;Berga;1243,664743;321,6884483;6,633534286;;;;;;;;;
102;103.229;esupn;;Neckarsulm;5894,746218;290,0333151;1247,335273;;;;;;;;;
102;116.900;djjlv;;Stuttgart;232,2084263;773,8735066;4909,808736;;;;;;;;;
233;141.366;gfi;;Reichenbach;7288,574677;718,9101077;1103,902366;;;;;;;;;
311;115.524;qlacd;;München;342,0072644;845,5619281;244,698065;;;;;;;;;
311;407.567;iuxyvlufmuogdbv;;Bautzen;666,0096692;961,4046841;3737,127717;;;;;;;;;
311;417.623;cgenkwjfvudmxbm;;Bad Bocklet/Aschach;3386,39866;964,2833051;3778,631492;;;;;;;;;
311;415.030;odhyqnpyj;;Stuttgart;73,66837005;1206,850648;3781,129775;;;;;;;;;
311;452.568;qbnkwjywkf;;Krefeld;4950,735734;1997,162941;4199,877071;;;;;;;;;
102;109.419;rkhfgekfunnkm;;Cham;3663,208436;1482,337412;2678,957448;;;;;;;;;
123;111.784;hpytooljihnkibr;;Würzburg;3069,426823;2111,868536;1106,630455;;;;;;;;;
121;211.626;taulkite;;Köln;311,9367249;2622,184854;3085,694178;;;;;;;;;
151;211.695;wmivdbq;;Schmallenberg;3483,240283;1279,312651;5038,232021;;;;;;;;;
223;104.003;uggdqfanymbs;;Weinsberg;3443,448378;2347,323324;2507,718471;;;;;;;;;
102;114.310;mcgtubjrgjqk;;Essen;886,1816892;4112,464835;2954,108263;;;;;;;;;
233;118.977;e;;Bonn;151,2241316;26926,47622;312,7176591;;;;;;;;;
121;250.074;udkwwhruglzdzypc;;Coburg;2630,859113;2963,897457;1840,744054;;;;;;;;;
141;132.281;uklrjaa;;Pleidelsheim;2080,43684;764,5868749;1760,718586;;;;;;;;;
322;110.344;xdcsswz;;Ergolding;7509,594637;2230,031851;5987,554984;;;;;;;;;
321;132.957;vqcdzpnbaiopu;;Hannover;577,2191045;1199,602061;482,028974;;;;;;;;;
233;331.690;luhusldgbwe;;Villingen-Schwenningen;1038,812431;6200,20502;4094,960433;;;;;;;;;
141;109.173;ohopjmeljpywfhke;;Stein;1103,316058;98,54825231;1823,267924;;;;;;;;;
161;107.789;osfle;;Hattorf;4022,762671;7265,393741;1265,813968;;;;;;;;;
121;103.331;qeltjvbwts;;Oelixdorf;8331,697755;1412,239965;1060,92819;;;;;;;;;
131;110.228;wepqltad;;Neunkirchen;298,1127461;2151,613052;229,8834211;;;;;;;;;
141;124.084;b;;Ebersberg;1879,232654;2563,182191;770,5690318;;;;;;;;;
141;331.635;jnsprhumn;;Bietigheim-Bissingen;1465,542933;2055,827199;2660,804164;;;;;;;;;
121;103.072;wjsqclxvqdkjkgg;;Neckarsulm;3177,854115;1907,398765;1270,285507;;;;;;;;;
102;250.074;udkwwhruglzdzypc;;Weißenfels;48,87150704;5666,417521;2675,166588;;;;;;;;;
131;132.809;ponnvzptsbvmiynn;;Weiden;3878,601085;4973,624804;4404,191083;;;;;;;;;
131;211.913;fdq;;Jena;322,237573;3861,699985;7018,759092;;;;;;;;;
121;132.498;ak;;Krefeld;468,8103914;3308,016928;1867,143823;;;;;;;;;
103;403.459;rwyvqitwnzqdyodo;;Hannover;168,9088179;901,5272224;4220,147056;;;;;;;;;
121;102.149;wdjbdp;;Duisburg;128,284952;2893,459169;6091,504224;;;;;;;;;
121;211.913;fdq;;Wilnsdorf;442,4912088;730,7578643;1342,671293;;;;;;;;;
121;104.631;jwnthlovanvcga;;Lörrach;700,4273301;4438,025054;2808,48688;;;;;;;;;
234;100.314;kclmgf;;Helmbrechts;3930,941871;1709,114884;950,9600566;;;;;;;;;
121;210.534;kajpcu;;Köln;4893,353784;2692,039719;74,55106665;;;;;;;;;
121;117.294;f;;Stuttgart;1045,096066;268,9746061;5488,888243;;;;;;;;;
121;116.379;fvzniox;;AL RIYADH;900,0913371;1299,982191;992,1008929;;;;;;;;;
121;125.993;jybpk;;Alzey;2736,183745;2114,388901;1438,972831;;;;;;;;;
121;132.720;bpyg;;Erl;741,8685379;4829,812629;5476,93278;;;;;;;;;
121;106.780;oweeynjzmmcd;;Avegno (GE);50,38121478;1367,299969;771,570589;;;;;;;;;
121;102.756;p;;Westerburg;3645,741197;336,0272923;1315,99536;;;;;;;;;
102;253.010;ltp;;Dortmund;1577,681946;127,436154;187,3541186;;;;;;;;;
141;101.694;povbfcpolvbsvnk;;Dautphetal;2005,58276;229,1221255;4201,080841;;;;;;;;;
123;131.660;rswmhkxxif;;Remagen;4958,353493;1047,782432;317,5274628;;;;;;;;;
341;331.499;gswapaanhnk;;Karlsruhe;4412,277359;4905,245895;752,541997;;;;;;;;;
321;130.782;igksvbpolaqenz;;Wasserburg;2135,41702;12,9122444;155,3978399;;;;;;;;;
121;116.722;wndbucs;;Willingshausen-Loshausen;2028,41261;2041,345803;5883,613801;;;;;;;;;
121;113.244;lh;;Leipzig;2070,524006;8630,135862;1449,761018;;;;;;;;;
111;120.562;payybfwvktfxtozz;;Duisburg;527,9982351;400,1417693;1380,217273;;;;;;;;;
241;114.521;tmosnkmcjdnhhwba;;Bad Kreuznach;1667,19978;4386,250068;3608,506218;;;;;;;;;
231;115.229;evjllqfbyifeizw;;Hamburg;1806,37219;5622,75782;1796,801198;;;;;;;;;
141;109.505;zkoqvdcvbsiou;;Mönchengladbach;3701,575602;288,5197806;1744,469761;;;;;;;;;
131;121.659;rlklrti;;Eckernförde;1354,182735;870,7268072;4377,615911;;;;;;;;;
121;121.784;kavaxgp;;Neuss;3129,01291;883,1535725;2256,603157;;;;;;;;;
121;114.906;zq;;Bad Aibling;2539,698156;2389,675259;945,7283147;;;;;;;;;
141;121.021;mbctavvrb;;Salzgitter;1504,378495;2436,153137;2012,664529;;;;;;;;;
121;331.632;xchnwanlc;;Altenberge;3257,20577;196,0745986;1517,180055;;;;;;;;;
121;331.063;hblzbmkhul;;Bad Homburg;503,5129915;6027,266963;5120,337573;;;;;;;;;
233;115.229;evjllqfbyifeizw;;Sandhausen;3946,102885;1453,817222;3598,644109;;;;;;;;;
101;100.911;gvuz;;Kefenrod;2196,537462;3657,704399;1288,949804;;;;;;;;;
121;103.913;cqrbkxelrmdghp;;Gera;931,5820797;1323,830255;1076,935793;;;;;;;;;
121;100.220;lfqbptmohq;;Düsseldorf;2873,368448;196,4898869;1327,87209;;;;;;;;;
223;116.755;rh;;München;3056,814919;7436,527442;4417,540629;;;;;;;;;
211;331.063;hblzbmkhul;;Stralsund;1449,916881;3765,148877;336,2390619;;;;;;;;;
141;110.280;qzd;;Borken;31,7147217;2866,296831;4538,874549;;;;;;;;;
121;104.869;nlvnjewca;;Herten;2070,486196;3910,602716;419,2834657;;;;;;;;;
234;331.610;wdqdxfydcoilktujwq;;Velden;16244,20063;10222,06668;884,1509895;;;;;;;;;
121;105.048;trejoifdemzaaiofyc;;Öhringen;2120,219837;417,0674764;555,5451024;;;;;;;;;
321;600.141;acmnqbamdn;;Spenge;966,0796965;1145,417867;4599,01579;;;;;;;;;
121;122.865;zvfaevxrjgspqj;;Darmstadt;1186,654654;46,89691758;4776,887054;;;;;;;;;
121;132.619;udxxnqoprikpa;;Hettstedt - OT Walbeck;1750,843899;50,04790994;1551,990594;;;;;;;;;
121;114.648;tduyiugsw;;Oyten;2004,46091;2920,509306;1618,310267;;;;;;;;;
223;103.835;olheijrzr;;München;1341,474974;85,53857846;1610,427045;;;;;;;;;
211;112.312;y;;Cottbus;2122,775972;1499,398693;992,9275074;;;;;;;;;
213;111.041;mnjqnwuiowgodbbw;;Ansbach;863,0495447;808,3309258;441,0987078;;;;;;;;;
181;116.793;njrfgivcrlmdxq;;Erftstadt;2088,694838;6057,6972;3127,525315;;;;;;;;;
141;116.711;xyiqor;;Kassel;3540,285551;164,6640757;5218,841153;;;;;;;;;
103;132.861;bjtvqnucdpxy;;Velen;6743,830921;1440,728722;2289,319446;;;;;;;;;
121;108.333;cl;;Bad Zwischenahn;1923,365086;1609,346305;4100,5814;;;;;;;;;
121;114.328;a;;Grafing;1695,88065;48,82837968;600,7177868;;;;;;;;;
323;131.485;kgmjg;;Emden;64,57587005;748,663626;7066,824832;;;;;;;;;
161;114.884;rrboyf;;Wassenberg;146,8696398;2000,584643;3245,452356;;;;;;;;;
231;107.919;oc;;Gladbeck;997,5709539;714,0281037;2659,351775;;;;;;;;;
331;131.996;z;;Wächtersbach;562,1821599;1347,658928;1558,657856;;;;;;;;;
111;114.134;hh;;Seegebiet Mansfelder Land;5328,129804;5561,945715;2895,269002;;;;;;;;;
121;210.448;qkrfrsdw;;Braunschweig;488,1194736;1500,559076;1714,718238;;;;;;;;;
211;112.616;sbllfsq;;Rheinbach;2488,696211;3152,210938;133,6997716;;;;;;;;;
211;112.747;mqgkuciomfv;;Dortmund;899,9780577;2058,295933;5881,479903;;;;;;;;;
211;114.175;z;;Eschwege;436,4270985;871,5441367;5397,608338;;;;;;;;;
211;115.153;uzahquzhp;;Engstingen;4157,226876;734,9018508;784,1047588;;;;;;;;;
211;117.696;zjtxwyvkffueg;;Ansbach;764,6869433;3255,159868;1883,749388;;;;;;;;;
211;109.162;wkfrpg;;Wernigerode;7356,64123;432,1520001;1487,475013;;;;;;;;;
161;116.838;rsfvrmvfiavdv;;Höhr-Grenzhausen;665,9718856;7283,380402;2156,39333;;;;;;;;;
322;107.507;wggbidaukfiok;;Lemgo;6693,707983;555,5769031;6882,899623;;;;;;;;;
131;126.915;uwbyzreixzitd;;Pfarrkirchen;303,899926;4086,689054;3141,007796;;;;;;;;;
241;401.687;lakgtk;;Witten;1840,273987;7252,559732;1643,086241;;;;;;;;;
121;101.900;j;;Ebersberg;1030,02185;433,3526376;396,6474242;;;;;;;;;
121;117.562;yjjivkl;;Puderbach;5010,31932;4143,555322;1265,547717;;;;;;;;;
121;116.706;vwhihg;;Stara Zagora;4807,562613;864,9304488;711,4778207;;;;;;;;;
121;112.091;ymlasleewqnqr;;Wittingen;1518,709535;5667,473631;2848,827051;;;;;;;;;
121;116.944;zeizsbqqc;;Dollern;4392,679023;742,3802378;3432,609075;;;;;;;;;
121;113.026;gwpbqzi;;Augsburg;1060,27728;2406,942101;919,1722705;;;;;;;;;
121;114.962;dccsghwdoqkjeo;;Nürnberg;4088,112872;5816,358331;888,9536792;;;;;;;;;
121;100.937;ehun;;Grafing;1595,696031;1875,373446;6816,185423;;;;;;;;;
121;111.473;nspleozahtray;;Frankfurt;3345,915937;1585,282181;258,2006363;;;;;;;;;
121;105.223;qawbnr;;El Santa / Gharbeya;7213,076196;3100,996107;1088,364021;;;;;;;;;
121;111.962;fw;;Neuwied;396,7823422;1252,94114;4246,039289;;;;;;;;;
121;114.089;ioqqqebrdz;;Leutersdorf;2554,885594;531,3630674;1754,940406;;;;;;;;;
121;114.039;vwvzjkag;;Beckum;1566,419092;2356,195639;3017,773869;;;;;;;;;
121;117.873;qgnwmdvjeevngdfgqb;;Lübeck;6202,763426;1325,799362;146,5414963;;;;;;;;;
121;118.025;flmfyfwp;;Mallersdorf Pfaffenberg;7119,802322;1157,417555;1804,648756;;;;;;;;;
121;131.159;vzkhtyvspxaws;;Remagen;4047,979063;6884,048431;147,0631482;;;;;;;;;
121;112.851;a;;Verden;1058,212288;1177,787217;1655,435751;;;;;;;;;
121;210.539;qeennhvwits;;Buchholz;4137,557028;1836,921972;104,0647113;;;;;;;;;
121;114.495;bcevuquullpx;;Hattingen;3482,395804;2965,874099;1627,153252;;;;;;;;;
121;114.445;jckrjbo;;Seevetal;2700,61264;546,9618087;3323,448587;;;;;;;;;
141;102.552;bmfkqgvbdaqwvcj;;Friedrichroda;234,5182324;1939,329094;730,7569238;;;;;;;;;
161;119.425;zkghvlzmpoe;;Solingen;225,6650524;2791,360615;6892,776702;;;;;;;;;
121;132.388;o;;Dorsten;3626,702543;3674,108852;1018,251004;;;;;;;;;
121;109.855;ed;;Halle;929,3903094;1883,177695;1329,381362;;;;;;;;;
131;132.905;fudiwmroklnfqtmrrz;;Hamburg;1318,310479;1175,750598;989,6094119;;;;;;;;;
121;104.453;npcmrwyitek;;Achern;995,4583004;6660,257271;5161,73937;;;;;;;;;
201;103.991;wfeuxusnrcumec;;Heubach;2467,465393;6959,412772;1444,308255;;;;;;;;;
231;113.714;cvrukztdwapgfpmxlu;;Ingolstadt;2430,987607;5296,770499;493,3552446;;;;;;;;;
323;112.296;zzouwbczumnwa;;Gröbzig;1469,670285;991,7200014;453,6962287;;;;;;;;;
122;113.567;oxhopwwfuanhwybnbb;;Straubing;4510,801741;3239,386744;696,3848405;;;;;;;;;
231;331.519;qiturxpzbkss;;Hagen;5010,827562;2423,234892;1333,615607;;;;;;;;;
111;124.942;kse;;Ganderkesee;3120,209912;481,8829156;16,63951224;;;;;;;;;
111;125.573;f;;Solingen;5064,429536;448,3743982;1583,386087;;;;;;;;;
111;112.788;hkl;;Panschwitz-Kuckau;303,2870871;403,7375455;1525,16806;;;;;;;;;
111;100.766;lx;;München-Flughafen;926,8148843;197,6483703;2947,064152;;;;;;;;;
111;104.447;disehfhholhvtldyd;;Fröndenberg;2520,217151;1167,573245;1027,392647;;;;;;;;;
111;111.035;ey;;Hameln;2215,147828;3151,808776;2638,436424;;;;;;;;;
